"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#BlackPanther: #Wakanda Forever has held off David Harbour's Violent Night to secure its fourth weekend #boxoffice… https://t.co/WYKOXqhEFy",FALSE,1,NA,2022-12-05 05:55:34,TRUE,NA,"1599643625507680258",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","puregeekoficial",0,FALSE,FALSE,NA,NA
"and idk if vibranium close to talocan is like loose vibranium or if that rock we seen was a trap set by namor. 

bc… https://t.co/wwyK4mKNkW",FALSE,0,"supersensemaker",2022-12-05 05:23:19,TRUE,"1599634726637428737","1599635506232700929","1152323090912698368","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supersensemaker",0,FALSE,FALSE,NA,NA
"which means now #wakanda has to claim title to ALL VIBRANIUM including the oceans where #namor land is",FALSE,0,"supersensemaker",2022-12-05 05:21:56,FALSE,"1599634726637428737","1599635158264852481","1152323090912698368","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supersensemaker",0,FALSE,FALSE,NA,NA
"I’m watching #Wakanda and wtf……",FALSE,0,NA,2022-12-05 05:10:23,FALSE,NA,"1599632253898092544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_BValentine",0,FALSE,FALSE,NA,NA
"""We serve Wakanda. And let us not forget, we also serve each other. Together we will always raise."" -T'Challa/Black… https://t.co/VBPJRaHa8Y",FALSE,0,NA,2022-12-05 04:58:14,TRUE,NA,"1599629196644392961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrCertifiedC",0,FALSE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-05 03:56:02,FALSE,NA,"1599613542914674688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Aberjhani",20,TRUE,FALSE,NA,NA
"Dr. Umar explains his opinions on the FIRST Black Panther movie.. 500,000 lashes 😭😭😭 

#drumar #drumarjohnson… https://t.co/RcLvGWJyS8",FALSE,0,NA,2022-12-05 03:19:01,TRUE,NA,"1599604225196949508",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","devilzadpodcast",0,FALSE,FALSE,NA,NA
"RT @JLK_OFFICIAL: Luna #1 ""The Awakening"" Part 1 of 6
Thousands of years into our future, a Queen discovers she is the only one who can sav…",FALSE,0,NA,2022-12-05 02:54:13,FALSE,NA,"1599597987415498752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Obsolete_studio",1,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-05 02:51:43,FALSE,NA,"1599597356705402881",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","integrity1999",20,TRUE,FALSE,NA,NA
"New Black Panther and Shuri figures now available. I only have two each in this colorshift black copper, so hit me… https://t.co/PNiKUR73j2",FALSE,0,NA,2022-12-05 02:38:31,TRUE,NA,"1599594035865612290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sodacityart",0,FALSE,FALSE,NA,NA
"RT @MCU_Direct: The upcoming #BlackPanther Disney+ series has reportedly formed an LLC, indicating that the #Wakanda-focused show is gearin…",FALSE,0,NA,2022-12-05 02:33:25,FALSE,NA,"1599592752911482881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MyNameIsRhodey",162,TRUE,FALSE,NA,NA
"RT @splashdagoat713: @itstheyoungtyb this nigga Tye said the Latin kings was kiccin our ass in #Wakanda 🫠🫠🫠 yooooo",FALSE,0,NA,2022-12-05 02:23:54,FALSE,NA,"1599590357721051137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itstheyoungtyb",1,TRUE,FALSE,NA,NA
"@itstheyoungtyb this nigga Tye said the Latin kings was kiccin our ass in #Wakanda 🫠🫠🫠 yooooo",FALSE,1,"itstheyoungtyb",2022-12-05 02:15:43,FALSE,NA,"1599588298493919233","1518049232","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","splashdagoat713",1,FALSE,FALSE,NA,NA
"Luna #1 ""The Awakening"" Part 1 of 6
Thousands of years into our future, a Queen discovers she is the only one who c… https://t.co/WQp1aByzE3",FALSE,2,NA,2022-12-05 02:06:41,TRUE,NA,"1599586022961971200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JLK_OFFICIAL",1,FALSE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-05 01:14:49,FALSE,NA,"1599572969508196352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DANNYFURLONGDJ",20,TRUE,FALSE,NA,NA
"#Domingo no shopping assistir #WakandaForever #WakandaParaSempre #Wakanda https://t.co/H3ZMscYreW",FALSE,0,NA,2022-12-05 01:00:50,FALSE,NA,"1599569452403597313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andersonzelio",0,FALSE,FALSE,NA,NA
"RT @Harlemstuntman: This BTS #Jabari sequence never made it to the big screen.

UMA WAKANDA!

T’Challa Tribute
@Winston_Duke 
#JermaineBran…",FALSE,0,NA,2022-12-05 01:00:36,FALSE,NA,"1599569392609951744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LenardoDeVinci",4,TRUE,FALSE,NA,NA
"Dear @AbbyAjayi + @PrimeVideo, 
Sooooo we need more than 6 episodes of #RichesOnPrime 🤑🔥. Between the #wahala and… https://t.co/ax6LmrvD15",FALSE,2,NA,2022-12-05 00:30:10,TRUE,NA,"1599561732535767040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","r_shaymiles",0,FALSE,FALSE,NA,NA
"RT @MarkPacich: The Legenday Chadwick Boseman would have turned 46 today.  #ChadwickBoseman #chadwickforever #Chadwick #BlackPanther #Black…",FALSE,0,NA,2022-12-05 00:20:18,FALSE,NA,"1599559249679376384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoachPCong",12,TRUE,FALSE,NA,NA
"how's #wakanda doing in the World Cup?",FALSE,0,NA,2022-12-05 00:19:32,FALSE,NA,"1599559059400638464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NOTBADTRADER99",0,FALSE,FALSE,NA,NA
"Dear @FortniteGame 

Next character pls Erik Killmonger 

#blackpanther2 #blackpanther #character #Wakanda… https://t.co/gT2LW7NOUB",FALSE,0,NA,2022-12-04 23:59:27,TRUE,NA,"1599554003817201665",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SpecimenXAlien",0,FALSE,FALSE,NA,NA
"RT @MaxineVVaters: I will not rest until #Wakanda is a permanent member of NATO. https://t.co/3x2aE5LuSB",FALSE,0,NA,2022-12-04 23:45:57,FALSE,NA,"1599550605642452992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dietspaghettii",54,TRUE,FALSE,NA,NA
"RT @AfricaRiseUp1: Would love to see this made into a major movie:

https://t.co/N129YIc54I

#MamiWata #wakanda #WakandaForever #blackpanth…",FALSE,0,NA,2022-12-04 23:41:19,FALSE,NA,"1599549441660563456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","3Evue",2,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 23:10:17,FALSE,NA,"1599541631509614592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WoodruffCharles",20,TRUE,FALSE,NA,NA
"Next black panther movie I’m there 😂
#blackpanther2 #WakandaForever #wakanda #African https://t.co/3tGzfEnlGA",FALSE,1,NA,2022-12-04 22:53:57,FALSE,NA,"1599537522190581760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shaquilChamp",0,FALSE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 22:40:00,FALSE,NA,"1599534009000034306",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TWDRichonnefan",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 22:37:26,FALSE,NA,"1599533363689246721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","t_herndon2",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 22:27:20,FALSE,NA,"1599530823484870656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloHappy0402",20,TRUE,FALSE,NA,NA
"RT @WakandaForeverC: #Movienews

Watch #BlackPantherWakandaForever 

#easkme #gauravkumar #ratings , #budget, #Collections, #Reviews #FAQ #…",FALSE,0,NA,2022-12-04 22:21:59,FALSE,NA,"1599529475020316672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrStrangeness",1,TRUE,FALSE,NA,NA
"#Movienews

Watch #BlackPantherWakandaForever 

#easkme #gauravkumar #ratings , #budget, #Collections, #Reviews… https://t.co/w1S4kD0xmT",FALSE,2,NA,2022-12-04 22:14:21,TRUE,NA,"1599527553521569792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WakandaForeverC",1,FALSE,FALSE,NA,NA
"For the love of nature and Wakanda ✌️🍾🥂❤️ 

#wakanda #explore  #beautifulpeople #wakandaforever #movieday… https://t.co/iR17goTGbm",FALSE,0,NA,2022-12-04 21:25:52,TRUE,NA,"1599515352643375105",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JZilim",0,FALSE,FALSE,"31.0297","-17.8639"
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 21:14:28,FALSE,NA,"1599512484963942400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SabineRomelus",20,TRUE,FALSE,NA,NA
"RT @theegloveguy: 12oz Easy Change laceups!!

Got that glossy, pro look from back in the early 2000s. Black Panther inspired. R.I.P. Chadwi…",FALSE,0,NA,2022-12-04 21:08:04,FALSE,NA,"1599510873944387584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bingussecret",7,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 21:05:29,FALSE,NA,"1599510222422544385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","40daysnnites",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 21:00:25,FALSE,NA,"1599508948599525376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrsGrimesGrant",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:53:45,FALSE,NA,"1599507270726864896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_FranE__",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:36:55,FALSE,NA,"1599503036485087232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QueenOfTWDU",20,TRUE,FALSE,NA,NA
"RT @solomonmum: Uff am so emotional 😭🤧 right now n this song is even my mum's favorite song from Burna 🥹,she ask me to play it most of the…",FALSE,0,NA,2022-12-04 20:31:28,FALSE,NA,"1599501662200090624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonesike3",1,TRUE,FALSE,NA,NA
"RT @kyleP_Art: Finally finished with my latest fan piece! Really went all-out with this one, hope you guys like it! Drawn, inked, and color…",FALSE,0,NA,2022-12-04 20:26:57,FALSE,NA,"1599500528094171139",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ikeplusdesign",20,TRUE,FALSE,NA,NA
"RT @davidmackkabuki: Remembering the #Birthday of #ChadwickBoseman #Wakanda #King
People are dealing with challenges that we never know abo…",FALSE,0,NA,2022-12-04 20:25:32,FALSE,NA,"1599500171007578113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneralAckbar3",174,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:20:48,FALSE,NA,"1599498978282057730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Erica29405",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:20:41,FALSE,NA,"1599498947537473536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kallen_333",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:20:17,FALSE,NA,"1599498849701490688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CavallsWorld",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:18:18,FALSE,NA,"1599498347806597120",NA,"<a href=""https://google.com"" rel=""nofollow"">Botgirlmag</a>","BotMagic_22",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:18:16,FALSE,NA,"1599498343406714881",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","63_susan",20,TRUE,FALSE,NA,NA
"RT @SIEDAHGARRETT: Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by the…",FALSE,0,NA,2022-12-04 20:18:04,FALSE,NA,"1599498291204755456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Realmannyperez",20,TRUE,FALSE,NA,NA
"Finally got around to experiencing the incredible BLACK PANTHER: WAKANDA FOREVER at a special screening attended by… https://t.co/shcT3wAYc5",FALSE,176,NA,2022-12-04 20:17:41,TRUE,NA,"1599498193095401472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SIEDAHGARRETT",20,FALSE,FALSE,NA,NA
"Black Panther: Wakanda Forever is an emotional and action-packed epic. See the full review at the link below.… https://t.co/T5IlNpbe0T",FALSE,0,NA,2022-12-04 20:02:22,TRUE,NA,"1599494339624697856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NonstopNerdBlog",0,FALSE,FALSE,NA,NA
"RT @AfricaRiseUp1: Would love to see this made into a major movie:

https://t.co/N129YIc54I

#MamiWata #wakanda #WakandaForever #blackpanth…",FALSE,0,NA,2022-12-04 19:39:15,FALSE,NA,"1599488520523071489",NA,"<a href=""https://altffffff.tumblr.com"" rel=""nofollow"">altffffff</a>","altffffff",2,TRUE,FALSE,NA,NA
"@MarvelStudios it would be great to bring this to life

https://t.co/LU93vOK72z

#wakanda #WakandaForever… https://t.co/9MgHXhi4Fr",FALSE,0,"AfricaRiseUp1",2022-12-04 19:37:38,TRUE,"1599483368164323328","1599488114191261696","1585934675247304705","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AfricaRiseUp1",0,FALSE,FALSE,NA,NA
"pretty sure its suppose to be just as big as #wakanda which is impressive considering they had to actually build shit underwater 🫠",FALSE,0,"supersensemaker",2022-12-04 19:29:00,FALSE,"1599485772985700352","1599485942334902273","1152323090912698368","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supersensemaker",0,FALSE,FALSE,NA,NA
"just furthermores my thought abt #wakanda actually just being an advanced nation. they get all their strength frm the #blackpanther",FALSE,0,"supersensemaker",2022-12-04 19:26:50,FALSE,"1599485175393824768","1599485396232318976","1152323090912698368","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supersensemaker",0,FALSE,FALSE,NA,NA
"Okay now….where can I find these fabulous clothes and accessories??? Sheesh!😍😩💯 #wakanda #multiverse #mystic #lensa… https://t.co/5VvgzWI54V",FALSE,0,NA,2022-12-04 19:25:37,TRUE,NA,"1599485089930420225",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","clax10",0,FALSE,FALSE,"8.8833","9.9333"
"Would love to see this made into a major movie:

https://t.co/N129YIc54I

#MamiWata #wakanda #WakandaForever… https://t.co/vBrSmfydWg",FALSE,1,NA,2022-12-04 19:18:46,TRUE,NA,"1599483368164323328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AfricaRiseUp1",2,FALSE,FALSE,NA,NA
"Uff am so emotional 😭🤧 right now n this song is even my mum's favorite song from Burna 🥹,she ask me to play it most… https://t.co/9VY7pybcoP",FALSE,3,NA,2022-12-04 16:46:59,TRUE,NA,"1599445170902118401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","solomonmum",1,FALSE,FALSE,NA,NA
"Check out Black Panther Wakanda Forever Marvel Studios Legacy Collection Popcorn Tin-NEW https://t.co/H1AwjizLQC… https://t.co/srGtMuIavI",FALSE,0,NA,2022-12-04 16:44:38,TRUE,NA,"1599444577596817409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dannyamy10",0,FALSE,FALSE,NA,NA
"New Black Panther and Shuri figures now available. I only have two each in this colorshift black copper, so hit me… https://t.co/vvX1MEZT9x",FALSE,0,NA,2022-12-04 16:35:13,TRUE,NA,"1599442208553213952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sodacityart",0,FALSE,FALSE,NA,NA
"I know #Wakanda when I see it https://t.co/Etv2I7dtn0",FALSE,0,NA,2022-12-04 16:03:37,FALSE,NA,"1599434257608253440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Menlow99",0,FALSE,FALSE,NA,NA
"RT @lisa_catara: In the beginning, the villages of #Wakanda came 2gether to train/ create, led by Talented Visionaries. There was sweat, wo…",FALSE,0,NA,2022-12-04 15:31:13,FALSE,NA,"1599426103369617408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lisa_catara",2,TRUE,FALSE,NA,NA
"Disney Ambassadors Surprise Cast with ‘Black Panther: Wakanda Forever’ Mission https://t.co/ANOg9iJ07O… https://t.co/VTbaQ0gwDE",FALSE,0,NA,2022-12-04 15:01:11,TRUE,NA,"1599418543447187461",NA,"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>","otterequipment",0,FALSE,FALSE,NA,NA
"RT @FeliciaMDavis: Opening night @SistersLead #SistersVote added #Emancipation to the #GOTV movie series with #Till #Devotion &amp; #Wakanda ty…",FALSE,0,NA,2022-12-04 14:12:39,FALSE,NA,"1599406331739488257",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dogonvillage",3,TRUE,FALSE,NA,NA
"RT @Deedee_231: Yes. Give us the Coogler cut. #Cooglercut #WakandaForever #BlackPanther #Nashuri #Narumi #Namor #Shuri #Talokan #wakanda #B…",FALSE,0,NA,2022-12-04 14:12:11,FALSE,NA,"1599406213623844869",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tina12345667778",10,TRUE,FALSE,NA,NA
"🦋🔥💪🏾🌱
#Namaste #Wakanda #WakandaForever #ProtectYourPeace #EmbraceTheJourney #OwnYourLife #OYL 

“Self—Care is how… https://t.co/VaVKfqkt6u",FALSE,0,NA,2022-12-04 11:58:30,TRUE,NA,"1599372570150588416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QBeast9922",0,FALSE,FALSE,NA,NA
"Y'all meet my mentor @EtimEarnest 

#BNB 
#twitterfiles 
#Wakanda 
#BlackAdam 
#BlackPanther 
#BlackAdamMovie https://t.co/6y0hnuvwCf",FALSE,2,NA,2022-12-04 11:00:41,FALSE,NA,"1599358022874148865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","problem_shaild",0,FALSE,FALSE,NA,NA
"Gaming #Wakanda forever #PS4share
https://t.co/BfvTi0r6L5",FALSE,0,NA,2022-12-04 10:59:38,FALSE,NA,"1599357754921156610",NA,"<a href=""https://www.playstation.com"" rel=""nofollow"">PlayStation®Network</a>","wakanda77810876",0,FALSE,FALSE,NA,NA
"We getting better, we getting there
#BlackPanther #Wakanda #Black https://t.co/3v6RXQtRhZ",FALSE,1,NA,2022-12-04 10:45:23,FALSE,NA,"1599354172574674944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reechiedave",0,FALSE,FALSE,NA,NA
"RT @kyleP_Art: Finally finished with my latest fan piece! Really went all-out with this one, hope you guys like it! Drawn, inked, and color…",FALSE,0,NA,2022-12-04 10:38:41,FALSE,NA,"1599352485159673858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sl65846443",20,TRUE,FALSE,NA,NA
"RT @RJP757: PLEASE VOTE! #PROTECTORSOFWAKANDA nominated in the 
@BlackBookAwards
 GENRE ""Graphic Novels &amp; Comics"" It's her first book &amp; fir…",FALSE,0,NA,2022-12-04 10:36:57,FALSE,NA,"1599352046565863426",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MySoulfulEvents",7,TRUE,FALSE,NA,NA
"@maaarey
let’s call a♠️ a ♠️cuz there are those [🧑🏻‍💻] who use the Mary Sue trope for thinly veiled misogyny agains… https://t.co/5apY8HMKQl",FALSE,0,"maaarey",2022-12-04 08:37:37,TRUE,NA,"1599322017525690368","492997419","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briesmakeupspot",0,FALSE,FALSE,NA,NA
"RT @kyleP_Art: Finally finished with my latest fan piece! Really went all-out with this one, hope you guys like it! Drawn, inked, and color…",FALSE,0,NA,2022-12-04 06:52:01,FALSE,NA,"1599295440557838338",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4CZYOjEEClJ0dIc",20,TRUE,FALSE,NA,NA
"RT @MaxineVVaters: I will not rest until #Wakanda is a permanent member of NATO. https://t.co/3x2aE5LuSB",FALSE,0,NA,2022-12-04 05:37:19,FALSE,NA,"1599276643280859137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kars4kids4ever",54,TRUE,FALSE,NA,NA
"RT @Harlemstuntman: This BTS #Jabari sequence never made it to the big screen.

UMA WAKANDA!

T’Challa Tribute
@Winston_Duke 
#JermaineBran…",FALSE,0,NA,2022-12-04 05:08:42,FALSE,NA,"1599269443233755136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","porchemaecospl1",4,TRUE,FALSE,NA,NA
"RT @Tadmichaell: True King of #Wakanda 👑❗️
#FightMe
#TadMichael #BlackPanther https://t.co/464vBJzlYY",FALSE,0,NA,2022-12-04 04:52:54,FALSE,NA,"1599265466257580032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tadmichaell",19,TRUE,FALSE,NA,NA
"RT @Deedee_231: Yes. Give us the Coogler cut. #Cooglercut #WakandaForever #BlackPanther #Nashuri #Narumi #Namor #Shuri #Talokan #wakanda #B…",FALSE,0,NA,2022-12-04 03:58:06,FALSE,NA,"1599251674727878657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheFrescoSensei",10,TRUE,FALSE,NA,NA
"RT @theegloveguy: 12oz Easy Change laceups!!

Got that glossy, pro look from back in the early 2000s. Black Panther inspired. R.I.P. Chadwi…",FALSE,0,NA,2022-12-04 01:09:59,FALSE,NA,"1599209365026000896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BoxNanao",7,TRUE,FALSE,NA,NA
"12oz Easy Change laceups!!

Got that glossy, pro look from back in the early 2000s. Black Panther inspired. R.I.P.… https://t.co/tZTCrAKz34",FALSE,49,NA,2022-12-04 01:06:50,TRUE,NA,"1599208573023965184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theegloveguy",7,FALSE,FALSE,NA,NA
"ending soon
https://t.co/869rkg6rgz
#blackpanther #blackpantherwakandaforever #blackpanther2 #namor #submariner… https://t.co/ZR3ermWhyW",FALSE,0,NA,2022-12-03 23:39:07,TRUE,NA,"1599186497101783041",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4the_collection",0,FALSE,FALSE,NA,NA
"#BlackPantherWakandaForever #Wakanda #chadwickboseman 
@jpofdc @Purnell10Janet  @benschilibowl  @violadavis 
67 yrs… https://t.co/zALQytWIEz",FALSE,0,NA,2022-12-03 23:06:38,TRUE,NA,"1599178325594734592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpofdc",0,FALSE,FALSE,NA,NA
"RT @kyleP_Art: Finally finished with my latest fan piece! Really went all-out with this one, hope you guys like it! Drawn, inked, and color…",FALSE,0,NA,2022-12-03 22:44:38,FALSE,NA,"1599172786638835712",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","drtd007",20,TRUE,FALSE,NA,NA
